model,recall,precision
LogisticRegression,0.9895287958115183,0.04137025281821167
LogisticRegression,0.9895287958115183,0.04137478108581436
LogisticRegression,0.9895287958115183,0.041379310344827586
LogisticRegression,0.9895287958115183,0.04138384059557697
LogisticRegression,0.9895287958115183,0.04138837183838826
LogisticRegression,0.9895287958115183,0.04139290407358739
LogisticRegression,0.9895287958115183,0.04139743730150038
LogisticRegression,0.9895287958115183,0.04140197152245345
LogisticRegression,0.9895287958115183,0.04140650673677292
LogisticRegression,0.9895287958115183,0.04141104294478527
LogisticRegression,0.9895287958115183,0.041415580146817135
LogisticRegression,0.9895287958115183,0.04142011834319527
LogisticRegression,0.9895287958115183,0.041424657534246574
LogisticRegression,0.9895287958115183,0.041429197720298114
LogisticRegression,0.9895287958115183,0.04143373890167708
LogisticRegression,0.9895287958115183,0.04143828107871081
LogisticRegression,0.9895287958115183,0.04144282425172678
LogisticRegression,0.9895287958115183,0.04144736842105263
LogisticRegression,0.9895287958115183,0.04145191358701612
LogisticRegression,0.9895287958115183,0.04145645974994516
LogisticRegression,0.9895287958115183,0.04146100691016782
LogisticRegression,0.9895287958115183,0.041465555068012284
LogisticRegression,0.9895287958115183,0.04147010422380691
LogisticRegression,0.9895287958115183,0.041474654377880185
LogisticRegression,0.9895287958115183,0.04147920553056074
LogisticRegression,0.9895287958115183,0.041483757682177345
LogisticRegression,0.9895287958115183,0.04148831083305894
LogisticRegression,0.9895287958115183,0.04149286498353458
LogisticRegression,0.9895287958115183,0.041497420133933476
LogisticRegression,0.9895287958115183,0.041501976284584984
LogisticRegression,0.9895287958115183,0.0415065334358186
LogisticRegression,0.9895287958115183,0.04151109158796398
LogisticRegression,0.9895287958115183,0.041515650741350905
LogisticRegression,0.9895287958115183,0.04152021089630931
LogisticRegression,0.9895287958115183,0.04152477205316928
LogisticRegression,0.9895287958115183,0.04152933421226104
LogisticRegression,0.9895287958115183,0.041533897373914955
LogisticRegression,0.9895287958115183,0.04153846153846154
LogisticRegression,0.9895287958115183,0.04154302670623145
LogisticRegression,0.9895287958115183,0.04154759287755551
LogisticRegression,0.9895287958115183,0.041552160052764645
LogisticRegression,0.9895287958115183,0.04155672823218998
